Class	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm	Esr1 (Opal 480): Num Spots	Prg (Opal 520): Num Spots	Prlr (Opal 570): Num Spots	Oxt (Opal 620): Num Spots
Positive	7.587	4.1563	5.877	1	4	0	9
Positive	7.5891	1.6588	8.7655	2	20	0	6
Positive	7.6371	1.0216	3.4986	9	22	0	19
Positive	7.6408	1.8882	1.9444	11	4	0	10
Positive	7.5956	5.4751	3.1347	0	2	0	0
Positive	7.5464	6.193	8.4395	10	5	0	10
Positive	7.6198	2.6084	3.6854	4	7	1	0
Positive	7.6402	2.2263	1.595	3	7	2	0
Positive	7.5497	6.5838	7.5336	59	0	7	0
Positive	7.5408	6.1991	9.14	14	14	0	1
Positive	7.6346	0.5346	4.4306	20	25	0	0
Positive	7.584	6.5019	3.3052	6	13	0	25
Positive	7.6124	2.6443	4.5764	0	5	0	0
Positive	7.5722	3.7565	8.2575	1	5	0	0
Positive	7.6316	1.7946	3.2272	4	8	0	0
Positive	7.6432	0.6251	3.2262	4	5	0	0
Positive	7.5469	6.4265	8.0915	0	6	1	0
Positive	7.5872	6.4886	2.9133	5	11	0	14
Positive	7.5569	7.1204	5.9554	7	0	0	0
Positive	7.6308	3.1093	1.6695	6	22	0	2
Positive	7.5928	3.3148	6.2128	2	7	0	0
Positive	7.5963	2.6811	6.5661	1	2	4	0
Positive	7.6097	0.9062	7.1066	2	4	0	0
Positive	7.5626	4.4654	8.578	0	4	0	1
Positive	7.6175	1.9188	4.8485	5	9	0	0
Positive	7.5623	6.0168	6.662	3	9	3	0
Positive	7.6166	0.5544	6.6741	2	13	0	0
Positive	7.5989	4.7558	3.6263	7	10	0	7
Positive	7.6379	0.5376	4.0082	1	11	0	0
Positive	7.5905	1.3176	9.0143	1	16	0	4
Positive	7.6257	3.6606	1.6215	13	2	0	0
Positive	7.6064	3.11	4.748	0	0	0	0
Positive	7.5751	4.9861	6.3417	2	11	1	0
Positive	7.6057	2.1632	6.0342	1	0	0	0
Positive	7.5491	7.0529	7.0228	28	0	0	0
Positive	7.6218	0.3999	6.2119	1	6	0	0
Positive	7.6196	2.8039	3.4618	0	2	0	0
Positive	7.5777	2.1802	9.5469	0	4	0	1
Positive	7.5839	6.1199	3.8033	2	13	8	2
Positive	7.6254	3.1882	2.2529	2	4	4	0
Positive	7.6346	1.6591	3.0189	1	3	0	0
Positive	7.6112	3.4101	3.7672	1	2	0	1
Positive	7.5595	3.1516	10.6156	0	2	0	0
Positive	7.579	4.8117	6.0674	1	5	12	1
Positive	7.5436	6.5546	8.3396	1	2	0	8
Positive	7.5659	6.43	5.6824	0	10	2	5
Positive	7.6382	2.8449	1.069	2	1	0	0
Positive	7.6156	1.6675	5.4004	2	21	1	0
Positive	7.5879	5.8004	3.6913	2	8	0	3
Positive	7.633	0.9576	4.0988	1	1	0	0
Positive	7.6381	0.4522	4.0945	4	13	1	0
Positive	7.589	6.2009	3.0588	21	7	0	12
Positive	7.565	6.5199	5.6774	1	2	0	2
Positive	7.5758	5.4363	5.6816	33	7	7	5
Positive	7.5616	6.4362	6.2226	1	5	0	0
Positive	7.5788	1.9672	9.6705	0	9	0	0
Positive	7.5491	5.1109	9.4647	2	6	0	5
Positive	7.6065	4.8234	2.583	3	12	2	7
Positive	7.5569	5.9976	7.3634	4	14	0	6
Positive	7.5331	6.0903	10.2482	4	5	3	2
Positive	7.5693	3.4506	9.0062	12	10	12	0
Positive	7.5569	3.9532	9.9429	6	17	2	24
Positive	7.5788	5.0119	5.8337	9	18	4	11
Positive	7.6366	2.5455	1.6447	0	8	0	0
Positive	7.6119	1.3155	6.3103	3	25	0	0
Positive	7.6091	1.4594	6.4793	5	8	0	0
Positive	7.5881	4.1122	5.8016	0	2	2	0
Positive	7.5698	5.1213	6.8345	0	9	0	0
Positive	7.6106	1.9508	5.6726	2	0	1	0
Positive	7.6296	3.3352	1.538	3	7	1	0
Positive	7.5648	3.3195	9.7433	1	7	0	0
Positive	7.6429	1.1194	2.6497	1	13	0	0
Positive	7.6213	4.9509	0.5449	12	1	0	0
Positive	7.6043	1.2595	7.3466	2	6	0	0
Positive	7.5412	6.7034	8.461	8	11	0	13
Positive	7.5935	4.0213	5.226	1	0	0	0
Positive	7.5676	2.3762	10.5752	3	35	1	1
Positive	7.6361	0.2804	4.5601	0	2	0	1
Positive	7.5578	6.4947	6.6249	0	1	0	1
Positive	7.5605	6.5161	6.2504	1	1	0	0
Positive	7.5821	2.306	8.8322	4	7	0	0
Positive	7.5342	6.7671	9.2637	4	5	1	4
Positive	7.541	6.5398	8.6898	5	4	0	12
Positive	7.5935	1.8667	7.944	2	14	0	0
Positive	7.6269	2.9924	2.3078	5	9	5	0
Positive	7.6056	1.7319	6.5881	4	9	0	0
Positive	7.6121	3.3574	3.7172	7	9	1	0
Positive	7.5483	6.1971	8.2051	1	5	0	1
Positive	7.5926	3.2863	6.2687	3	10	0	3
Positive	7.6279	4.0144	0.8895	10	3	0	10
Positive	7.6314	-0.0072	5.5191	14	0	0	0
Positive	7.6336	3.1018	1.3255	4	11	0	0
Positive	7.5887	2.0959	8.2632	3	1	0	0
Positive	7.6272	0.8141	5.006	3	10	0	0
Positive	7.6334	1.4091	3.4763	5	10	0	0
Positive	7.5837	2.2369	8.7162	0	10	1	0
Positive	7.6172	4.8934	1.1369	0	12	0	0
Positive	7.6098	1.0206	6.947	4	5	0	0
Positive	7.5836	1.8723	9.1891	0	12	0	0
Positive	7.5898	6.6147	2.4383	16	4	0	16
Positive	7.566	5.5326	6.8046	1	0	0	0
Positive	7.5973	3.9334	4.8562	1	2	0	0
Positive	7.5564	4.1326	9.7811	7	15	2	28
Positive	7.6157	2.0912	4.8585	5	21	0	0
Positive	7.6389	1.5296	2.6303	22	18	1	0
Positive	7.5655	4.1452	8.6095	2	9	0	0
Positive	7.6082	2.1313	5.7463	1	5	0	0
Positive	7.6162	5.1685	0.9146	10	22	4	22
Positive	7.5798	3.0141	8.2243	3	12	0	3
Negative	7.5431	4.8933	10.4905	2	5	0	0
Positive	7.5568	4.1809	9.6696	2	17	2	25
Positive	7.6113	1.48	6.1839	0	5	0	0
Positive	7.6103	1.3054	6.5263	0	8	0	0
Positive	7.5263	6.5018	10.5908	3	12	0	6
Positive	7.6058	4.763	2.7405	1	12	0	0
Positive	7.6423	1.8869	1.7476	3	8	0	3
Positive	7.5837	1.4986	9.6451	1	10	0	5
Positive	7.6425	0.7022	3.2208	1	9	2	0
Positive	7.632	3.0049	1.6527	8	11	0	1
Positive	7.5579	3.3725	10.5373	1	2	0	0
Positive	7.5491	4.3477	10.4314	3	10	0	0
Positive	7.6231	0.2884	6.185	0	3	0	1
Positive	7.6148	3.0231	3.8009	4	0	0	0
Positive	7.6142	3.4982	3.273	12	0	0	0
Positive	7.5745	6.2367	4.8459	4	11	0	0
Positive	7.532	6.1607	10.2992	0	2	0	0
Positive	7.5648	6.6265	5.5727	1	10	0	1
Positive	7.6013	4.1622	4.071	0	2	0	0
Positive	7.6144	0.8702	6.5575	7	0	0	0
Positive	7.5805	2.0973	9.291	3	6	0	1
Positive	7.5855	6.7747	2.7761	4	7	0	4
Positive	7.6027	1.157	7.6699	2	10	0	22
Positive	7.613	5.1787	1.3144	4	8	0	2
Positive	7.5962	6.0339	2.3586	18	13	0	22
Positive	7.568	5.6243	6.4365	1	2	0	0
Positive	7.6373	0.8401	3.7013	22	21	0	0
Positive	7.6348	1.0991	3.6906	6	21	0	0
Positive	7.6077	1.0162	7.2166	3	12	0	0
Positive	7.6324	0.0996	5.2493	2	11	1	2
Positive	7.5552	4.4854	9.4875	0	4	0	5
Positive	7.5802	5.6898	4.8028	4	8	9	0
Positive	7.5332	6.5206	9.6943	3	1	0	0
Positive	7.6063	2.9595	4.9499	2	4	0	0
Positive	7.6387	2.2964	1.6988	7	26	0	2
Positive	7.5525	4.5887	9.6961	6	17	0	1
Positive	7.608	2.8463	4.8826	5	11	0	0
Positive	7.5851	4.2092	6.0514	1	2	2	0
Positive	7.5929	1.1447	8.9305	1	11	0	0
Positive	7.571	2.2194	10.3357	0	6	0	0
Positive	7.6326	0.1817	5.1247	6	14	0	2
Positive	7.5546	4.2986	9.7953	4	9	0	3
Positive	7.5758	5.9267	5.0717	0	3	1	3
Positive	7.6394	2.3792	1.5026	1	2	0	0
Positive	7.5944	4.934	3.9713	0	3	0	0
Positive	7.6268	0.4696	5.4924	4	7	0	0
Positive	7.642	0.2179	3.8882	1	0	0	0
Positive	7.5856	1.5494	9.3342	0	20	0	0
Positive	7.6424	0.541	3.4372	2	1	0	0
Positive	7.6119	1.2204	6.4352	2	10	0	0
Positive	7.606	1.7723	6.4782	2	5	0	13
Positive	7.5763	4.6831	6.568	4	11	2	2
Positive	7.6202	4.3482	1.4402	13	14	0	0
Positive	7.5835	3.4472	7.2145	2	5	3	0
Positive	7.5573	3.9533	9.8857	5	16	6	8
Positive	7.528	6.5184	10.3577	3	6	0	4
Positive	7.6327	2.8749	1.7271	0	3	0	4
Positive	7.5801	1.724	9.8083	0	12	0	0
Positive	7.5974	5.6965	2.6288	6	6	0	2
Positive	7.6173	0.4426	6.7352	2	5	0	0
Positive	7.5993	4.69	3.6584	1	7	0	0
Positive	7.6333	0.3052	4.8795	3	1	0	1
Positive	7.5586	6.0974	7.0238	2	3	4	0
Positive	7.6031	5.168	2.5758	15	5	1	0
Positive	7.58	1.8065	9.7201	0	11	0	0
Positive	7.633	2.5532	2.0924	5	8	0	0
Positive	7.5309	6.9726	9.4141	13	8	0	3
Positive	7.6199	4.4021	1.418	5	6	0	3
Positive	7.6085	0.8108	7.3726	1	4	0	0
Positive	7.586	3.2358	7.1607	2	6	0	0
Positive	7.6139	2.0528	5.1275	6	18	0	0
Positive	7.5894	6.991	2.0088	2	0	0	0
Positive	7.645	0.7705	2.8176	1	7	0	0
Positive	7.5581	6.4044	6.6994	0	7	0	1
Positive	7.5615	5.0038	8.0334	5	9	0	3
Positive	7.5885	1.7562	8.7124	1	5	0	0
Positive	7.5516	3.9599	10.5957	4	16	0	0
Positive	7.6191	2.4863	3.9309	0	11	2	1
Positive	7.611	5.025	1.7528	8	5	8	16
Positive	7.5669	3.3534	9.4323	6	0	0	0
Positive	7.5829	3.6376	7.0569	4	7	0	0
Positive	7.5889	1.5266	8.9556	6	1	0	0
Positive	7.5848	1.4552	9.5618	3	21	1	1
Positive	7.5664	5.2708	7.0764	9	10	0	0
Positive	7.5636	2.9186	10.3933	2	18	0	0
Positive	7.5671	3.1707	9.6308	0	7	3	0
Positive	7.6194	0.4986	6.3883	0	4	1	0
Positive	7.5808	5.7916	4.6091	9	10	17	0
Positive	7.5627	3.5075	9.7716	0	3	5	1
Positive	7.5903	4.9695	4.4453	8	1	0	0
Positive	7.5905	6.73	2.1929	6	6	0	4
Positive	7.5658	2.9802	10.039	3	12	0	0
Positive	7.5658	5.9398	6.3131	1	1	3	0
Positive	7.6131	0.5582	7.1138	1	6	0	0
Positive	7.619	0.7092	6.1737	0	3	0	0
Positive	7.5849	6.0964	3.7086	2	12	1	1
Positive	7.5337	6.1187	10.1362	3	4	0	0
Positive	7.6119	0.5145	7.3241	0	5	0	0
Positive	7.5696	2.3449	10.3621	1	21	0	0
Positive	7.6085	4.617	2.5902	3	6	0	1
Positive	7.5577	6.659	6.4253	6	9	3	2
Positive	7.5865	4.3852	5.659	6	19	0	1
Positive	7.5606	5.2137	7.8793	3	11	0	7
Positive	7.632	1.2348	3.8706	11	18	0	6
Positive	7.5634	4.9409	7.8759	6	3	4	1
Positive	7.6162	5.1401	0.949	6	4	0	6
Positive	7.5327	6.5242	9.7594	3	7	0	6
Positive	7.576	3.6253	7.9343	3	4	1	0
Positive	7.607	2.3565	5.6249	20	31	10	11
Positive	7.6336	3.2137	1.1791	8	5	0	0
Positive	7.5659	2.4645	10.6759	0	0	0	0
Positive	7.6449	1.6145	1.7654	7	0	0	0
Positive	7.6425	0.4651	3.5195	8	7	1	5
Positive	7.5711	5.4343	6.2747	19	15	11	9
Positive	7.635	3.2476	0.962	4	8	0	0
Positive	7.5545	6.898	6.53	3	5	29	0
Positive	7.6085	0.5462	7.71	0	0	0	2
Positive	7.622	1.7373	4.5094	3	27	0	0
Positive	7.5864	5.3516	4.451	4	5	4	2
Positive	7.5518	7.1448	6.57	17	27	9	1
Positive	7.5336	6.4238	9.7705	0	4	0	8
Positive	7.5578	6.4079	6.7289	0	2	0	0
Positive	7.5359	6.0858	9.9086	15	22	0	19
Positive	7.5839	3.2679	7.3858	1	9	9	0
Positive	7.5653	3.7299	9.1565	6	20	0	3
Positive	7.5402	5.5904	9.9906	8	10	1	5
Positive	7.5858	6.2259	3.4328	35	8	8	22
Positive	7.5991	3.1411	5.6271	1	11	1	0
Positive	7.6444	1.4449	2.0393	4	4	0	8
Positive	7.6369	2.1186	2.1469	13	4	0	0
Positive	7.6346	0.717	4.1992	3	5	0	0
Positive	7.6195	1.4763	5.1513	3	8	0	0
Positive	7.6444	1.639	1.7979	9	1	0	18
Positive	7.5996	3.2364	5.4478	8	10	2	1
Positive	7.5793	6.0088	4.5192	4	6	0	0
Positive	7.6033	5.9363	1.5819	6	4	0	1
Positive	7.6	5.4581	2.5971	9	0	1	0
Positive	7.6201	0.8294	5.8876	1	8	0	0
Positive	7.6279	0.5991	5.1968	0	2	0	0
Positive	7.6217	1.3883	4.9794	8	11	0	0
Positive	7.5603	6.6076	6.1669	0	7	0	0
Positive	7.5997	5.5876	2.4726	2	2	0	12
Positive	7.6287	0.5989	5.0913	2	7	0	0
Positive	7.6266	1.8517	3.7861	2	4	0	0
Positive	7.5938	3.7266	5.5634	8	17	9	8
Positive	7.5522	4.0599	10.3972	1	8	0	1
Positive	7.553	6.5863	7.1117	1	5	0	0
Positive	7.56	7.0972	5.5839	41	34	33	19
Positive	7.5893	1.9012	8.4336	6	4	0	0
Positive	7.6033	3.7938	4.2814	2	5	0	0
Positive	7.6388	3.1576	0.5981	8	0	0	0
Positive	7.5503	4.126	10.5493	6	18	0	0
Positive	7.5315	6.7204	9.6571	5	5	0	7
Positive	7.6419	1.0591	2.8514	14	15	2	0
Positive	7.6111	1.0616	6.7356	1	2	0	0
Positive	7.5761	5.6732	5.3509	3	8	7	10
Positive	7.5876	4.0477	5.9368	6	0	0	0
Positive	7.5876	4.1882	5.7665	6	10	1	8
Positive	7.5972	2.9395	6.1239	3	5	0	0
Positive	7.6254	1.5669	4.2873	1	9	0	0
Positive	7.6453	0.9173	2.6009	2	4	0	0
Positive	7.5643	6.8081	5.4058	13	16	8	0
Positive	7.5719	6.6852	4.6023	4	2	0	0
Positive	7.6114	0.8505	6.9612	1	3	0	0
Positive	7.6034	3.2527	4.9531	1	7	0	0
Positive	7.5577	7.1674	5.7918	13	20	0	1
Positive	7.5856	5.3245	4.5821	19	16	1	0
Positive	7.5537	4.6101	9.5127	14	7	14	15
Positive	7.5729	3.6017	8.3551	3	14	0	0
Positive	7.5859	1.8778	8.8911	5	9	0	0
Positive	7.5987	4.3864	4.1188	4	9	0	0
Positive	7.5762	6.1337	4.7559	6	9	7	0
Positive	7.6036	1.9741	6.5359	1	6	0	0
Positive	7.6263	3.1178	2.2259	2	11	8	5
Positive	7.562	7.0312	5.4157	24	22	12	10
Positive	7.6341	0.5873	4.4197	8	6	0	0
Positive	7.6024	2.8194	5.6158	1	5	0	0
Positive	7.5963	3.8358	5.1112	6	9	0	0
Positive	7.5471	6.529	7.9354	9	6	0	1
Positive	7.5608	5.9865	6.8901	0	11	8	0
Positive	7.5658	3.7435	9.0728	0	7	3	10
Positive	7.6218	3.716	2.0362	6	14	5	5
Positive	7.6223	0.2231	6.375	9	11	0	2
Positive	7.5817	6.2019	3.9736	2	7	0	3
Positive	7.5917	6.0023	2.9598	23	10	0	12
Positive	7.5739	5.4919	5.8489	1	6	10	4
Positive	7.5778	5.2472	5.6734	15	27	9	1
Positive	7.614	1.8097	5.4201	3	14	0	0
Positive	7.5534	4.3623	9.8585	6	13	0	1
Positive	7.6003	5.5665	2.4294	13	4	0	12
Positive	7.5755	5.1196	6.1247	4	7	4	0
Positive	7.6193	0.6707	6.1909	5	12	4	0
Positive	7.5675	6.3271	5.6086	0	7	0	0
Positive	7.6031	1.0964	7.6969	6	18	0	0
Positive	7.5978	1.0872	8.3848	0	8	0	2
Positive	7.615	1.0514	6.2572	6	20	0	0
Positive	7.5261	6.8597	10.1674	9	13	0	2
Positive	7.6126	1.7197	5.7133	2	17	0	0
Positive	7.5404	6.4961	8.8224	11	20	0	34
Positive	7.5539	7.2115	6.2114	10	0	0	0
Positive	7.5978	2.1601	7.0233	1	10	0	0
Positive	7.6204	0.4635	6.3058	4	7	0	0
Positive	7.6371	2.1115	2.1218	7	9	0	3
Positive	7.5809	1.6633	9.7942	1	10	0	0
Positive	7.6084	4.862	2.2939	7	10	0	2
Positive	7.6425	0.4982	3.4736	2	3	0	0
Positive	7.5893	5.7292	3.6065	8	8	0	9
Positive	7.5684	5.0734	7.0788	15	34	4	0
Positive	7.6078	1.5408	6.5462	8	17	0	0
Positive	7.5659	7.0359	4.9171	13	0	0	0
Positive	7.6114	2.1449	5.3326	6	0	0	0
Positive	7.5926	4.0733	5.2811	4	14	7	1
Positive	7.6176	2.63	3.9419	0	7	0	0
Positive	7.5393	6.4694	8.9953	0	2	0	11
Positive	7.6285	0.685	5.0142	3	11	0	0
Positive	7.5974	6.4607	1.6706	6	12	0	14
Positive	7.5642	3.4143	9.6896	1	14	12	0
Positive	7.5675	6.03	5.9845	6	8	21	0
Positive	7.6285	2.7129	2.4618	5	13	3	1
Positive	7.5743	2.4203	9.665	7	17	0	0
Positive	7.562	5.141	7.796	7	11	1	0
Positive	7.5787	2.1047	9.512	1	12	0	0
Positive	7.5704	2.2846	10.3332	1	9	0	1
Positive	7.5556	6.3907	7.0375	0	10	1	0
Positive	7.5692	6.1939	5.5605	0	4	0	0
Positive	7.5759	5.541	5.535	27	6	4	0
Positive	7.6168	1.776	5.1177	1	3	0	0
Positive	7.6352	0.0784	4.9244	0	0	0	0
Positive	7.5767	5.964	4.9053	1	3	5	0
Positive	7.6079	1.7588	6.2614	0	19	0	0
Positive	7.6436	1.65	1.8927	2	4	0	0
Positive	7.609	4.6639	2.461	12	23	2	22
Positive	7.6338	0.924	4.0354	7	22	0	0
Positive	7.5967	2.4637	6.7835	2	3	1	0
Positive	7.5332	5.9834	10.3751	2	1	0	9
Positive	7.6279	4.0664	0.8261	13	2	0	11
Positive	7.5458	4.9771	10.0455	0	0	0	0
Positive	7.5605	4.1288	9.2567	3	6	0	0
Positive	7.5451	6.5539	8.1494	31	12	1	12
Positive	7.6362	0.6411	4.0895	3	17	0	0
Positive	7.6045	0.6722	8.0554	21	9	0	6
Positive	7.561	4.1286	9.2044	2	5	0	0
Positive	7.5662	6.7252	5.2768	12	9	2	4
Positive	7.5913	1.6922	8.4406	2	6	0	1
Positive	7.5985	3.383	5.4059	1	4	0	3
Positive	7.5635	6.6451	5.7155	1	5	3	0
Positive	7.5885	6.3958	2.8732	35	16	0	35
Positive	7.5295	6.9714	9.6023	10	8	0	6
Positive	7.5574	7.1416	5.8558	10	14	3	0
Positive	7.5617	3.1613	10.3321	1	15	0	0
Positive	7.6148	3.5831	3.088	1	12	4	14
Positive	7.5735	5.8297	5.4759	7	15	5	0
Positive	7.5472	6.2933	8.2186	14	2	0	14
Positive	7.639	0.507	3.9122	0	4	0	1
Positive	7.5844	5.3509	4.7009	4	2	0	0
Positive	7.5858	5.9407	3.7808	0	7	0	3
Positive	7.6367	1.6748	2.7294	1	11	0	4
Positive	7.5692	2.6814	9.9894	2	13	0	0
Positive	7.5354	6.3901	9.5836	1	4	0	1
Positive	7.6116	2.1629	5.2833	17	0	1	0
Positive	7.5915	1.2101	9.0229	0	2	0	0
Positive	7.6072	2.0897	5.9338	1	0	1	0
Positive	7.6093	2.727	4.8672	1	6	0	0
Positive	7.564	4.077	8.8804	1	1	0	0
Positive	7.6357	2.0486	2.388	7	17	0	0
Positive	7.6217	4.3163	1.2964	2	25	2	0
Positive	7.5396	6.262	9.2172	13	7	0	2
Positive	7.6313	3.8719	0.6453	5	5	0	5
Positive	7.6461	1.3407	1.9582	3	2	0	0
Positive	7.6187	1.4047	5.342	3	14	0	0
Positive	7.5868	6.7447	2.6529	9	5	0	10
Positive	7.5638	6.7432	5.5602	9	8	3	2
Positive	7.6069	2.8049	5.0749	1	5	2	1
Positive	7.5692	6.6245	5.0247	0	6	0	0
Positive	7.5971	2.8256	6.285	3	11	0	0
Positive	7.6344	2.121	2.4575	4	14	0	0
Positive	7.5877	3.4324	6.7008	4	4	0	0
Positive	7.5651	6.5046	5.688	0	3	0	3
Positive	7.5724	2.4385	9.8832	9	7	0	0
Positive	7.5582	5.9549	7.2489	6	7	4	0
Positive	7.6339	3.22	1.1336	1	6	0	0
Positive	7.5697	2.7263	9.8598	0	10	0	1
Positive	7.6283	0.8383	4.8357	2	6	0	0
Positive	7.5484	4.3367	10.5241	5	12	0	0
Positive	7.6304	0.4394	5.0733	2	9	0	0
Positive	7.635	2.0048	2.5319	17	16	0	0
Positive	7.6019	3.0026	5.4526	4	6	4	2
Positive	7.58	3.3975	7.7205	3	1	3	0
Positive	7.6107	4.2881	2.7211	19	18	23	6
Positive	7.6088	4.5967	2.5758	5	10	3	16
Positive	7.5585	5.4497	7.8549	3	14	6	0
Positive	7.5786	4.8354	6.088	2	4	1	4
Positive	7.6098	3.0485	4.3984	0	5	0	0
Positive	7.5978	3.38	5.4887	7	4	8	1
Positive	7.5812	3.6394	7.268	0	4	3	0
Positive	7.554	7.1039	6.339	33	26	30	18
Positive	7.5933	1.8444	7.9998	4	7	0	0
Positive	7.5566	3.9953	9.9244	7	9	8	3
Positive	7.5966	4.7422	3.9314	6	10	1	0
Positive	7.5619	3.8836	9.3922	0	1	0	5
Positive	7.6418	1.0547	2.8638	13	13	0	1
Positive	7.5645	5.025	7.6338	16	23	17	0
Positive	7.6249	4.3875	0.8036	20	47	0	11
Positive	7.599	4.7253	3.6503	2	10	0	8
Positive	7.5818	6.3583	3.7675	8	11	2	0
Positive	7.592	6.1743	2.7096	7	15	0	2
Positive	7.5295	6.6239	10.04	3	2	0	10
Positive	7.6224	1.8583	4.3033	2	7	0	1
Positive	7.6289	0.9959	4.5733	1	12	0	0
Positive	7.5443	6.2971	8.5801	24	7	5	32
Positive	7.6424	2.2978	1.2228	4	13	1	0
Positive	7.5755	6.4291	4.4685	4	7	1	0
Positive	7.6299	3.3377	1.4907	1	6	0	1
Positive	7.5746	5.0204	6.3579	4	17	0	1
Positive	7.5814	4.9941	5.5354	3	11	10	0
Positive	7.6333	0.433	4.7238	7	4	0	2
Positive	7.589	3.7391	6.1529	4	5	4	7
Positive	7.6187	1.3215	5.4449	7	14	0	0
Positive	7.5941	1.1353	8.786	1	25	0	5
Positive	7.5457	6.1274	8.6148	21	10	2	15
Positive	7.5683	6.1564	5.7231	2	3	3	1
Positive	7.6078	3.3374	4.2828	5	5	0	0
Positive	7.5501	6.1247	8.0594	2	3	0	6
Positive	7.5819	4.018	6.6975	6	10	0	0
Positive	7.5569	3.9745	9.9137	4	17	0	10
Positive	7.61	1.8751	5.8447	0	0	18	0
Positive	7.6146	0.5551	6.9225	3	2	0	0
Positive	7.636	1.5428	2.9794	6	14	0	0
Positive	7.6095	2.9544	4.5545	1	7	0	0
Positive	7.6313	0.2683	5.1832	5	15	2	0
Positive	7.5604	5.9999	6.9155	4	5	7	0
Positive	7.5871	3.8912	6.1998	14	19	14	19
Positive	7.6039	3.5955	4.4575	3	10	3	0
Positive	7.5985	6.2877	1.7501	7	2	0	4
Positive	7.6417	2.5245	1.0284	4	4	0	4
Positive	7.5568	3.3928	10.6605	0	1	0	0
Positive	7.6024	2.8003	5.6388	5	12	0	0
Positive	7.606	1.8298	6.4154	1	7	0	0
Positive	7.5395	5.2054	10.5525	1	8	1	0
Positive	7.5348	6.5064	9.5158	13	23	0	19
Positive	7.5937	3.7897	5.4964	7	14	0	0
Positive	7.5802	4.7716	5.959	13	0	0	0
Positive	7.5882	2.596	7.6873	1	2	1	0
Positive	7.6129	2.0754	5.228	2	16	0	0
Positive	7.5817	6.2453	3.9231	3	15	0	8
Positive	7.5942	2.6865	6.8207	0	2	0	2
Positive	7.6408	2.064	1.7226	8	10	0	0
Positive	7.563	3.9195	9.2141	0	15	4	12
Positive	7.6369	0.5874	4.066	0	12	0	0
Positive	7.5279	6.3622	10.5714	0	4	0	2
Positive	7.5651	5.186	7.3444	16	16	1	0
Positive	7.6334	1.3896	3.4976	7	10	0	0
Positive	7.6026	3.0953	5.2524	3	5	0	0
Positive	7.5626	7.1286	5.2145	13	0	0	0
Positive	7.5998	1.3519	7.8005	2	13	0	0
Positive	7.5511	6.9807	6.8605	8	3	1	0
Positive	7.6102	4.6972	2.2712	9	14	0	21
Positive	7.5823	4.7684	5.7027	3	12	0	0
Positive	7.6045	5.008	2.5986	0	1	0	0
Positive	7.56	3.6807	9.8853	0	7	0	3
Positive	7.5463	6.2956	8.3224	14	5	0	4
Positive	7.5879	1.2727	9.4017	3	10	0	5
Positive	7.5974	4.1565	4.5716	4	9	0	0
Positive	7.5911	1.6325	8.5407	2	22	0	0
Positive	7.5607	6.4681	6.289	1	4	0	0
Positive	7.6137	1.5912	5.7415	0	8	0	0
Positive	7.5415	6.1015	9.1805	30	15	0	11
Positive	7.6441	1.7608	1.6813	21	18	1	6
Positive	7.6034	0.8085	8.0285	0	10	0	0
Positive	7.6428	1.764	1.8442	3	13	0	1
Positive	7.6361	1.8013	2.6467	18	20	0	0
Positive	7.5961	1.2528	8.3807	2	11	0	0
Positive	7.5815	4.2588	6.4466	5	7	0	5
Positive	7.6293	2.3297	2.8335	10	12	0	1
Positive	7.5704	6.5093	5.0131	9	14	16	6
Positive	7.6197	1.2896	5.3577	12	8	0	5
Positive	7.5657	6.805	5.2367	7	9	0	0
Positive	7.5541	4.3538	9.7843	2	8	2	4
Positive	7.5713	2.272	10.2351	0	10	0	0
Positive	7.5922	6.3505	2.4603	7	4	0	11
Positive	7.6278	2.8039	2.4294	4	9	6	0
Positive	7.6403	2.1796	1.636	8	12	0	0
Positive	7.6169	2.5355	4.1422	0	5	2	1
Positive	7.6045	2.6913	5.5154	0	2	3	4
Positive	7.5539	7.0959	6.3632	9	17	3	3
Positive	7.6023	1.1991	7.6669	0	17	0	0
Positive	7.5947	1.1094	8.7428	0	12	0	0
Positive	7.5729	3.6605	8.2823	2	6	0	0
Positive	7.5962	3.3688	5.7089	1	5	1	0
Positive	7.6394	0.9629	3.2812	6	13	0	0
Positive	7.5934	3.0273	6.4894	3	5	0	2
Positive	7.6353	3.2946	0.8681	12	22	0	4
Positive	7.6133	5.2107	1.2291	9	9	0	16
Positive	7.5946	6.5085	1.9623	11	8	0	9
Positive	7.5612	6.8399	5.7583	4	5	6	0
Positive	7.5989	2.5162	6.4398	3	9	1	2
Positive	7.6202	0.8448	5.8559	0	3	0	0
Positive	7.6403	2.5209	1.2095	7	7	0	1
Positive	7.5647	2.8347	10.3593	0	8	0	0
Positive	7.5984	3.7884	4.9002	1	4	1	1
Positive	7.6431	2.1875	1.2757	14	25	1	7
Positive	7.6267	0.3716	5.6326	3	11	0	2
Positive	7.5394	6.5502	8.873	3	5	0	14
Positive	7.5697	6.2565	5.4237	4	5	1	0
Positive	7.5389	5.4033	10.388	0	13	0	0
Positive	7.5859	6.3491	3.2596	20	6	0	11
Positive	7.613	2.2588	4.9896	6	0	0	0
Positive	7.5829	6.6559	3.2468	3	2	0	10
Positive	7.6101	5.5921	1.1574	5	9	0	0
Positive	7.6259	3.823	1.3883	10	9	0	0
Positive	7.6163	4.3087	1.9851	2	11	0	9
