Class	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm	Esr1 (Opal 480): Num Spots	Prg (Opal 520): Num Spots	Prlr (Opal 570): Num Spots	Oxt (Opal 620): Num Spots
Positive	7.5635	6.9847	5.2844	12	6	14	0
Positive	7.5629	5.0419	7.8066	6	1	0	1
Positive	7.6363	1.8354	2.5791	0	4	0	0
Positive	7.5756	4.9955	6.2621	2	8	0	2
Positive	7.5871	3.2086	7.0587	1	2	0	0
Positive	7.6067	0.847	7.5638	0	8	0	0
Positive	7.5911	6.6654	2.1997	1	3	0	6
Positive	7.6006	1.1202	7.9799	3	12	0	0
Positive	7.5834	5.4358	4.7303	11	12	11	0
Positive	7.5677	3.1068	9.6389	0	6	3	0
Positive	7.5765	3.3763	8.1906	5	12	0	0
Positive	7.5838	3.0447	7.6829	0	3	1	0
Positive	7.5494	7.0178	7.0236	2	5	0	0
Positive	7.573	3.6859	8.2434	1	14	0	0
Positive	7.5909	3.4367	6.2939	0	6	0	0
Positive	7.5619	3.2812	10.1492	3	13	0	0
Positive	7.5868	5.3301	4.4341	13	14	11	0
Positive	7.632	1.0298	4.1354	1	4	0	0
Positive	7.6268	0.7316	5.1716	3	13	0	0
Positive	7.5785	5.5944	5.1461	19	14	0	0
Positive	7.6294	0.4972	5.138	3	13	0	0
Positive	7.6121	0.8144	6.9118	0	0	0	1
Positive	7.6145	2.9379	3.946	2	0	0	0
Positive	7.5913	1.3626	8.8589	0	9	0	0
Positive	7.5717	2.8645	9.4375	4	11	0	0
Positive	7.6106	3.576	3.6294	3	5	0	0
Positive	7.5813	6.4045	3.7698	2	5	0	0
Positive	7.6076	5.7012	1.3393	1	3	0	4
Positive	7.6339	1.4059	3.4168	2	4	0	0
Positive	7.5662	4.3912	8.2093	20	31	2	0
Positive	7.5559	6.5603	6.7863	3	4	2	0
Positive	7.5931	2.9355	6.6409	2	4	0	0
Positive	7.6388	2.4929	1.4342	7	16	0	0
Positive	7.6337	0.3812	4.7361	15	15	1	2
Positive	7.6069	0.6777	7.7443	0	4	0	0
Positive	7.635	3.4255	0.7446	11	6	0	5
Positive	7.6369	1.0233	3.5173	4	27	0	0
Positive	7.587	5.9759	3.5883	3	9	0	0
Positive	7.5382	6.5122	9.0824	8	6	0	6
Positive	7.5645	4.6442	8.1089	5	15	0	0
Positive	7.6017	2.7008	5.8566	3	3	0	0
Positive	7.5623	5.2875	7.5766	11	8	0	0
Positive	7.6433	1.5951	1.9934	8	13	0	0
Positive	7.5568	4.2716	9.5451	0	11	3	19
Positive	7.6195	2.5903	3.7507	3	3	1	0
Positive	7.5749	6.4107	4.5691	1	4	2	0
Positive	7.5921	5.8682	3.0768	3	1	0	3
Positive	7.6165	2.5099	4.2232	0	16	1	0
Positive	7.625	0.8055	5.3033	4	9	1	0
Positive	7.5877	1.3355	9.3374	5	7	0	0
Positive	7.6133	4.4628	2.1701	3	13	1	16
Positive	7.5604	6.3952	6.419	0	7	1	4
Positive	7.5915	4.9015	4.3686	16	10	1	0
Positive	7.6277	0.3075	5.5853	2	17	0	0
Positive	7.5938	6.1054	2.5725	3	2	0	0
Positive	7.5575	6.5027	6.658	0	3	0	0
Positive	7.542	5.5126	9.8574	0	1	0	4
Positive	7.6076	3.6108	3.972	12	9	0	1
Positive	7.6427	1.5753	2.0916	8	7	0	0
Positive	7.5988	4.307	4.2054	5	10	0	0
Positive	7.6304	0.3368	5.2091	5	5	0	0
Positive	7.5642	5.9674	6.4751	2	2	5	0
Positive	7.5971	6.5098	1.6457	1	5	0	6
Positive	7.5556	6.161	7.3232	6	14	1	0
Positive	7.6342	2.5323	1.9601	8	11	0	2
Positive	7.6304	3.2349	1.5563	6	6	1	2
Positive	7.5624	6.8435	5.6015	4	14	9	5
Positive	7.5796	4.7104	6.1168	2	4	2	13
Positive	7.6064	4.2827	3.2719	5	6	0	0
Positive	7.6149	4.4371	2.008	10	11	2	1
Positive	7.6186	0.4372	6.5772	5	13	1	6
Positive	7.6332	0.6715	4.4316	1	3	0	9
Positive	7.597	6.1055	2.159	11	10	0	21
Positive	7.6217	3.7078	2.062	11	9	7	0
Positive	7.5709	2.3398	10.2049	1	6	0	0
Positive	7.5923	6.6594	2.0577	0	0	0	0
Positive	7.6273	1.8087	3.746	5	13	1	0
Positive	7.6196	2.6329	3.6812	5	7	1	7
Positive	7.5462	5.4195	9.4479	0	0	0	0
Positive	7.5489	4.3129	10.4894	0	9	0	0
Positive	7.529	7.0659	9.5445	11	5	0	4
Positive	7.6149	2.0128	5.0558	5	7	0	0
Positive	7.607	0.8892	7.4616	2	9	0	4
Positive	7.5401	5.663	9.9085	7	13	0	27
Positive	7.5654	4.0887	8.6912	0	5	1	0
Positive	7.6328	0.0774	5.2322	13	2	1	1
Positive	7.5819	5.7586	4.5048	6	4	15	7
Positive	7.6005	2.2059	6.6289	2	0	0	0
Positive	7.6053	4.9132	2.6151	4	8	3	6
Positive	7.6069	1.7295	6.4248	2	22	0	0
Positive	7.6247	2.2632	3.4966	4	0	0	0
Positive	7.6319	3.0581	1.5867	6	4	0	0
Positive	7.6124	4.5479	2.1772	4	12	0	23
Positive	7.5886	2.0327	8.3508	7	17	0	0
Positive	7.6216	1.035	5.4465	2	6	2	0
Positive	7.5978	1.5935	7.748	2	6	0	0
Positive	7.6325	1.1876	3.8731	4	7	2	0
Positive	7.5449	5.8552	9.0603	0	0	0	3
Positive	7.5876	6.1629	3.2752	9	3	1	8
Positive	7.6026	2.7667	5.6656	1	1	0	0
Positive	7.641	1.7799	2.0588	7	4	0	0
Positive	7.5754	1.8727	10.2233	0	0	0	0
Positive	7.5716	5.8352	5.713	4	8	7	0
Positive	7.5839	1.8217	9.2113	3	23	0	0
Positive	7.6082	5.7152	1.235	6	8	0	0
Positive	7.619	4.4824	1.4246	0	4	0	0
Positive	7.5922	5.9454	2.9774	13	3	0	10
Positive	7.6096	4.7928	2.229	11	14	2	3
Positive	7.6011	5.6171	2.2611	14	0	0	14
Positive	7.6439	1.2789	2.3223	6	4	0	0
Positive	7.5821	6.7513	3.2285	7	10	0	2
Positive	7.5479	6.4329	7.9482	0	16	0	1
Positive	7.5657	7.0506	4.9277	10	0	0	0
Positive	7.6217	0.6008	5.9696	9	0	0	0
Positive	7.6351	3.3172	0.8572	3	4	0	0
Positive	7.5626	4.9514	7.9621	11	19	1	0
Positive	7.6251	1.1744	4.8196	1	5	6	0
Positive	7.5924	5.9233	2.9713	21	13	0	16
Positive	7.6197	3.1852	2.9798	5	7	4	4
Positive	7.6194	3.9526	2.0488	14	24	0	0
Negative	7.5787	2.5072	9.0078	0	1	0	0
Positive	7.5592	2.9567	10.8959	0	10	0	0
Positive	7.5962	2.2383	7.1348	2	3	0	3
Positive	7.5992	2.1013	6.9274	1	9	0	0
Positive	7.5483	4.4157	10.4419	1	11	0	0
Positive	7.5674	2.6679	10.2289	0	2	0	0
Positive	7.6286	1.077	4.4982	4	7	0	0
Positive	7.564	4.7655	8.0207	5	18	0	0
Positive	7.5572	4.2395	9.5369	4	13	6	33
Positive	7.6249	3.8949	1.4177	17	21	0	1
Positive	7.6001	1.0154	8.1845	1	12	0	0
Positive	7.6071	1.8099	6.2948	4	21	1	0
Positive	7.5856	6.243	3.4263	12	6	13	3
Positive	7.641	1.2889	2.6769	11	9	0	0
Positive	7.6213	0.7196	5.8744	2	13	0	3
Positive	7.5515	6.9175	6.8839	0	3	5	6
Positive	7.6184	4.7298	1.1931	9	8	0	1
Positive	7.5513	6.802	7.0542	8	5	0	1
Positive	7.5874	1.401	9.3014	3	14	1	0
Positive	7.5571	4.0507	9.7926	8	36	0	64
Positive	7.5655	6.9723	5.0472	0	4	5	0
Positive	7.6028	2.0113	6.5848	1	4	0	0
Positive	7.6233	3.0336	2.7091	0	3	0	1
Negative	7.5607	3.6858	9.8004	0	4	0	7
Positive	7.5336	6.2054	10.0452	0	18	0	0
Positive	7.5868	3.6999	6.4859	0	6	3	0
Positive	7.6086	3.9605	3.399	8	7	5	4
Positive	7.5557	6.1056	7.3775	4	13	5	0
Positive	7.5715	4.832	6.9896	5	7	0	0
Positive	7.635	0.8258	4.0065	7	11	0	0
Positive	7.543	5.0366	10.3276	14	33	0	1
Positive	7.5312	6.052	10.5389	2	4	0	0
Positive	7.5692	5.1849	6.8278	1	4	0	0
Positive	7.61	3.1904	4.188	2	6	0	0
Positive	7.6135	0.4428	7.2114	1	1	0	6
Positive	7.6079	1.8838	6.0982	1	0	24	0
Positive	7.612	4.1769	2.6984	4	23	4	9
Positive	7.5883	2.0206	8.4037	3	10	0	0
Positive	7.6022	4.9819	2.9219	8	8	1	0
Positive	7.639	1.6868	2.4263	5	11	0	2
Positive	7.568	4.9915	7.228	8	10	0	0
Positive	7.6062	2.7023	5.2911	1	5	3	0
Positive	7.5543	4.3584	9.7593	5	7	4	13
Positive	7.6005	6.4021	1.3488	2	8	0	3
Positive	7.6116	1.5582	6.0392	1	1	1	1
Positive	7.5301	7.0682	9.3945	18	8	0	19
Positive	7.5605	6.3141	6.5105	0	4	0	0
Positive	7.5926	4.1601	5.1669	4	9	12	0
Positive	7.6057	4.8199	2.6815	1	6	1	4
Positive	7.6358	1.909	2.5413	6	7	0	0
Positive	7.5929	4.5002	4.7085	2	3	0	0
Positive	7.5963	1.3086	8.2894	0	10	0	0
Positive	7.5411	5.2765	10.2657	3	17	0	0
Positive	7.5723	5.4125	6.1597	1	2	3	1
Positive	7.5961	5.6057	2.9105	2	5	1	2
Positive	7.5656	6.2444	5.9511	3	3	15	0
Positive	7.5828	3.6668	7.0325	1	4	0	0
Positive	7.6345	2.0979	2.4753	2	10	0	0
Positive	7.5902	2.9888	6.9491	5	5	0	0
Positive	7.6121	0.8029	6.934	1	1	0	0
Positive	7.5815	4.4616	6.19	3	6	2	17
Positive	7.5657	6.6338	5.4477	7	13	19	6
Positive	7.6411	1.1205	2.8704	10	11	0	0
Positive	7.5683	3.093	9.5859	0	8	6	1
Positive	7.5966	3.8186	5.0915	1	2	4	0
Positive	7.6139	2.0986	5.0706	2	22	0	0
Positive	7.5724	6.561	4.7004	1	0	0	1
Positive	7.577	6.0466	4.7606	2	9	0	0
Positive	7.5528	4.3733	9.9255	3	2	1	0
Positive	7.6152	1.4241	5.7527	0	4	0	0
Positive	7.5903	6.9535	1.9437	8	0	0	0
Positive	7.5393	5.2775	10.4979	2	17	0	1
Positive	7.6397	1.1599	2.9941	9	19	0	0
Positive	7.6441	0.6149	3.1287	0	1	0	0
Positive	7.6139	5.563	0.7103	5	0	0	0
Positive	7.6161	0.7437	6.5051	3	3	0	0
Positive	7.5976	1.7132	7.6198	1	12	0	0
Positive	7.5823	4.5781	5.943	1	0	0	0
Positive	7.5881	3.1484	7.0099	2	2	0	0
Positive	7.5683	6.5023	5.2919	1	4	3	8
Positive	7.5684	3.061	9.6117	1	10	11	0
Positive	7.5275	6.9578	9.8675	1	0	0	0
Positive	7.5703	3.9214	8.2874	2	5	0	0
Positive	7.5775	1.9452	9.8645	0	11	0	0
Positive	7.5799	2.1833	9.2586	74	7	0	0
Positive	7.5554	6.3374	7.1269	4	8	17	2
Positive	7.577	5.9467	4.894	15	13	4	0
Positive	7.5621	5.4845	7.3535	4	5	1	0
Positive	7.6157	2.0209	4.9385	1	3	0	1
Positive	7.5951	5.7452	2.852	6	4	0	5
Positive	7.5417	5.5689	9.8287	5	2	0	1
Positive	7.5789	5.3249	5.4334	4	10	14	11
Positive	7.6329	3.4639	0.9591	1	8	0	0
Positive	7.5639	6.7422	5.5415	18	30	14	0
Positive	7.5761	2.1673	9.7635	2	0	0	0
Positive	7.6443	0.6765	3.0266	8	13	0	0
Positive	7.614	1.2476	6.1384	1	10	0	0
Positive	7.5264	6.4515	10.6466	6	24	1	15
Positive	7.6388	0.4514	4.0007	5	10	0	0
Positive	7.5922	1.9456	8.0098	1	8	0	1
Positive	7.5657	3.2481	9.7182	1	13	0	5
Positive	7.5972	2.7193	6.4042	0	4	1	0
Positive	7.5847	6.6474	3.0354	16	4	0	5
Positive	7.6348	0.67	4.2362	10	25	0	0
Positive	7.5868	6.2635	3.2479	18	5	0	13
Positive	7.5956	1.1526	8.5753	0	15	0	1
Positive	7.6163	1.2703	5.8133	8	10	0	0
Positive	7.5924	2.8375	6.8589	2	6	1	5
Positive	7.5278	6.7644	10.0675	1	2	0	0
Positive	7.6143	3.269	3.5549	0	4	0	0
Positive	7.6268	3.0187	2.2845	10	8	4	0
Positive	7.5945	5.5159	3.2237	3	5	0	0
Positive	7.5502	4.2775	10.3798	0	8	1	0
Positive	7.5567	4.0179	9.8855	2	9	1	10
Positive	7.5263	7.0365	9.926	6	1	0	2
Positive	7.624	0.916	5.2839	3	5	0	0
Positive	7.5599	6.6007	6.2321	2	2	4	0
Positive	7.6359	0.605	4.1706	2	4	0	0
Positive	7.6328	3.0629	1.4717	12	13	0	1
Positive	7.6268	3.6416	1.4998	8	4	0	0
Positive	7.5547	4.385	9.6709	4	11	0	5
Positive	7.601	3.5264	4.902	2	13	1	0
Positive	7.6081	4.8706	2.3106	2	5	1	0
Positive	7.6186	4.0358	2.045	5	3	0	3
Positive	7.629	3.953	0.8276	12	6	0	14
Positive	7.5511	6.4945	7.4709	1	6	0	0
Positive	7.5642	3.0644	10.1397	4	10	0	0
Positive	7.5781	4.8574	6.1233	1	4	2	0
Positive	7.6011	6.2936	1.4134	3	27	0	23
Positive	7.5838	2.7428	8.066	16	19	0	18
Positive	7.5931	3.591	5.8253	1	4	3	0
Positive	7.6152	1.1269	6.1329	1	9	0	0
Positive	7.6059	5.8589	1.3475	5	10	0	16
Positive	7.589	6.0734	3.2176	4	4	0	12
Positive	7.562	4.6192	8.457	3	5	0	0
Positive	7.5598	6.4563	6.4191	0	7	0	1
Positive	7.5811	4.6855	5.9585	7	0	0	0
Positive	7.6332	0.1542	5.0798	11	10	0	1
Positive	7.5582	6.1354	7.0204	1	5	0	0
Positive	7.591	1.9462	8.1627	1	12	0	1
Positive	7.612	3.0095	4.1683	3	8	0	1
Positive	7.5901	3.0406	6.8885	1	5	0	0
Positive	7.5893	6.532	2.6039	31	17	0	21
Positive	7.6443	0.774	2.905	2	12	0	1
Positive	7.6082	4.1394	3.2308	9	11	1	0
Positive	7.6076	2.8778	4.8848	1	5	0	0
Positive	7.6376	3.3351	0.5302	5	0	0	0
Positive	7.5597	6.3426	6.5746	2	3	0	0
Positive	7.5873	1.3319	9.403	1	3	0	7
Positive	7.6135	2.3534	4.8002	3	1	0	0
Positive	7.6165	1.6598	5.2951	7	17	0	0
Positive	7.5683	3.11	9.559	0	8	6	2
Positive	7.6185	1.9559	4.6781	0	5	0	0
Positive	7.5705	5.9255	5.7338	1	4	1	0
Positive	7.5415	5.7753	9.585	24	16	0	47
Positive	7.6344	1.9351	2.6888	10	12	0	0
Positive	7.5927	2.711	6.9814	1	5	3	0
Positive	7.6054	2.76	5.3196	3	6	0	0
Positive	7.5644	4.1612	8.7334	9	26	1	0
Positive	7.5825	4.2816	6.2868	13	13	2	3
Positive	7.6167	4.5784	1.5929	5	17	0	0
Positive	7.6241	3.4941	2.0235	0	3	1	8
Positive	7.5709	4.2827	7.7531	13	6	0	0
Positive	7.6326	3.0445	1.5277	2	3	0	0
Positive	7.636	0.1945	4.6836	32	17	0	41
Positive	7.589	3.3115	6.6943	10	20	0	0
Positive	7.6142	3.8205	2.8742	0	8	2	7
Positive	7.638	1.2862	3.058	6	29	0	2
Positive	7.599	5.3652	2.8445	1	7	0	1
Positive	7.6115	0.8002	7.0146	0	2	0	0
Positive	7.544	4.9493	10.3174	2	0	0	0
Positive	7.5571	6.9779	6.1047	2	11	1	1
Positive	7.5536	6.5908	7.0395	0	6	0	0
Positive	7.604	4.8869	2.819	4	1	0	0
Positive	7.6256	3.2339	2.1609	7	9	1	0
Positive	7.6314	1.1422	4.0702	2	12	0	0
Positive	7.5555	4.2231	9.7805	4	18	0	8
Positive	7.5912	6.2377	2.7247	10	7	0	6
Positive	7.5588	4.1118	9.4921	13	45	19	36
Positive	7.6278	0.7544	5.0091	0	5	0	0
Positive	7.591	1.6931	8.47	0	6	0	0
Positive	7.6311	3.0839	1.659	13	17	0	0
Positive	7.6039	5.4492	2.1236	17	16	1	26
Positive	7.5646	6.7763	5.415	18	17	4	0
Positive	7.5462	6.4733	8.1201	6	15	0	2
Positive	7.6016	3.769	4.5257	6	20	0	0
Positive	7.5303	6.457	10.1387	0	1	0	3
Positive	7.5843	6.8304	2.8534	1	4	0	0
Positive	7.571	5.5174	6.1838	3	6	10	11
Positive	7.6259	2.5441	3.0004	2	1	0	0
Positive	7.6125	3.5111	3.4778	2	4	0	0
Positive	7.5986	6.1543	1.8954	3	15	0	23
Positive	7.5951	5.6301	2.9966	2	10	0	9
Positive	7.5344	6.3868	9.7105	4	6	0	6
Positive	7.5623	7.0212	5.3951	17	27	3	3
Positive	7.5839	6.0969	3.8285	6	20	2	8
Positive	7.5617	3.0621	10.4495	3	21	0	0
Positive	7.6094	0.5965	7.5322	7	11	0	1
Positive	7.5941	1.4111	8.4375	2	28	0	0
Positive	7.634	3.5181	0.7534	6	7	0	9
Positive	7.5669	4.9952	7.3657	6	1	0	0
Positive	7.5803	2.8481	8.3791	1	4	1	0
Positive	7.5534	7.2093	6.2805	4	1	0	0
Positive	7.577	2.5456	9.1648	1	4	0	0
Positive	7.5686	2.676	10.0692	0	8	0	0
Positive	7.5863	4.2949	5.7975	2	8	3	16
Positive	7.625	0.9255	5.1523	3	6	0	0
Positive	7.6009	5.112	2.9238	4	6	0	2
Positive	7.5688	6.1861	5.6275	3	2	3	0
Positive	7.5636	4.5045	8.3956	1	7	0	0
Positive	7.5976	5.6694	2.6406	15	5	0	4
Positive	7.6376	1.6605	2.6295	1	4	0	5
Positive	7.5675	2.4814	10.4481	1	5	0	2
Positive	7.6206	0.2516	6.5529	0	7	0	0
Positive	7.5629	4.4865	8.5133	4	21	6	1
Positive	7.5531	7.2358	6.2819	8	0	0	0
Positive	7.5911	3.7753	5.8419	0	7	16	0
Positive	7.5544	6.7894	6.6821	6	6	11	0
Positive	7.5433	6.5677	8.3662	20	10	0	22
Positive	7.5928	1.6263	8.3305	5	14	0	0
Positive	7.5711	1.9308	10.6941	2	0	0	0
Positive	7.5888	2.9834	7.1304	6	6	0	0
Positive	7.6209	3.9093	1.9077	12	19	3	48
Positive	7.5638	4.8971	7.8784	7	16	4	0
Positive	7.5753	4.2164	7.2873	3	2	4	0
Positive	7.5603	5.0857	8.0772	1	9	0	5
Positive	7.6334	0.6672	4.4191	2	13	0	1
Positive	7.5602	4.7397	8.5248	2	5	0	5
Positive	7.5869	6.5296	2.9078	5	5	0	2
Positive	7.589	4.4048	5.32	8	11	0	2
Positive	7.6099	4.3534	2.7427	2	5	0	0
Positive	7.6446	0.9872	2.6004	7	3	1	1
Positive	7.5626	4.5735	8.4406	1	6	5	3
Positive	7.6181	2.423	4.1333	0	2	0	0
Positive	7.6112	0.9405	6.8682	3	6	0	2
Positive	7.6005	3.7674	4.6668	4	9	18	0
Positive	7.61	4.7887	2.179	4	7	0	1
Positive	7.628	0.3083	5.5441	11	7	2	0
Positive	7.5523	4.0866	10.3526	3	14	0	0
Positive	7.6053	0.7394	7.873	1	5	0	0
Positive	7.6197	0.9309	5.8068	1	4	0	0
Positive	7.6167	3.3809	3.1002	9	28	1	15
Positive	7.5453	5.8871	8.9625	0	3	0	0
Positive	7.5847	4.4994	5.7449	0	2	1	2
Positive	7.6107	4.3206	2.682	2	16	1	1
Positive	7.5891	4.1022	5.6781	3	4	1	0
Positive	7.6209	2.7532	3.3599	0	0	0	0
Positive	7.5615	2.8373	10.7555	0	8	0	0
Positive	7.6299	2.1536	2.9821	7	16	0	0
Positive	7.5683	2.394	10.4606	1	9	1	0
Positive	7.6276	2.7478	2.5227	12	21	2	1
Positive	7.6297	3.7536	0.9947	6	12	0	1
Positive	7.6022	1.8375	6.8775	7	19	0	1
Positive	7.5645	6.7621	5.4412	4	4	3	1
Negative	7.5375	5.9862	9.8233	2	3	0	2
Positive	7.5412	6.6135	8.5724	7	7	0	13
Positive	7.5567	3.6387	10.3644	9	28	0	0
Positive	7.59	6.1083	3.0412	5	0	0	0
Positive	7.6035	1.2192	7.4906	10	15	0	0
Positive	7.5383	5.5176	10.3165	2	14	5	27
Positive	7.636	0.3499	4.484	1	3	0	0
Positive	7.6243	0.7676	5.4408	2	12	0	0
Positive	7.608	0.6493	7.6431	0	6	0	0
Positive	7.627	1.1672	4.5905	1	15	0	1
Positive	7.5569	3.6023	10.3825	3	12	0	0
Positive	7.5471	6.1605	8.3904	31	15	9	31
Positive	7.5999	3.187	5.4745	5	15	2	0
Positive	7.6328	3.5122	0.9042	5	2	0	0
Positive	7.641	2.1675	1.5611	5	3	0	0
Positive	7.5726	2.7847	9.4259	0	7	0	0
Positive	7.6286	1.6016	3.8392	11	3	5	1
Positive	7.5593	6.0348	7.0108	1	3	1	0
Positive	7.5603	5.503	7.5615	2	7	4	0
Positive	7.5843	4.1381	6.2488	2	3	3	1
Positive	7.6387	2.5376	1.3872	19	10	0	5
Positive	7.6116	5.4169	1.185	1	8	0	1
Positive	7.5819	3.3272	7.5707	4	0	0	0
Positive	7.6074	6.0278	0.9459	16	0	0	0
Positive	7.6186	0.9912	5.8705	2	22	0	1
Positive	7.5966	4.1946	4.6188	4	8	2	1
Positive	7.5909	6.5555	2.3637	6	3	0	0
Positive	7.6384	1.0661	3.2748	7	24	0	0
Positive	7.5562	6.9162	6.2954	29	35	9	16
Positive	7.6008	3.0326	5.5533	3	2	0	0
Positive	7.5595	5.9844	7.0542	6	15	11	11
Positive	7.5808	1.6357	9.8405	0	3	0	0
Positive	7.6093	2.4742	5.1786	2	15	0	0
Positive	7.5648	2.9062	10.2616	2	19	1	0
Positive	7.6352	1.5519	3.0692	8	16	0	0
Positive	7.5731	6.0177	5.2985	3	2	4	0
Positive	7.5394	6.1754	9.3446	1	4	0	0
Positive	7.5966	6.3933	1.8561	7	6	0	2
Positive	7.591	1.8734	8.2432	1	8	0	0
Positive	7.577	6.2484	4.5092	2	2	7	5
Positive	7.5751	4.0857	7.4733	2	7	0	0
Positive	7.6094	4.4924	2.6295	4	11	5	5
Positive	7.5547	6.6085	6.876	10	15	5	3
Positive	7.5883	5.1358	4.487	6	12	1	0
Positive	7.5772	6.0307	4.7639	0	4	0	0
Positive	7.6025	1.2031	7.6466	3	24	0	0
Positive	7.5391	5.5316	10.1945	4	13	0	38
Positive	7.6241	2.7868	2.919	1	0	0	0
Positive	7.6385	1.1888	3.1132	2	9	0	2
Positive	7.6388	0.7887	3.5794	15	19	0	28
Positive	7.5884	4.656	5.0792	5	11	0	0
Positive	7.5863	3.9928	6.1724	4	3	4	1
Positive	7.6108	1.5147	6.2018	0	3	0	0
Positive	7.6431	2.2713	1.1749	7	4	0	1
Positive	7.5791	1.9939	9.5947	2	13	1	0
Positive	7.6054	2.2021	6.0119	16	0	10	0
Positive	7.6186	0.286	6.7583	2	14	0	1
Positive	7.5821	6.3789	3.7041	1	2	0	0
Positive	7.6216	1.1469	5.3024	1	9	0	0
Positive	7.5462	4.9214	10.0674	0	1	0	0
Positive	7.5504	6.2969	7.8039	1	11	0	0
Positive	7.5737	5.5612	5.7928	0	4	1	15
Positive	7.5626	3.0452	10.3628	4	23	0	1
Positive	7.6163	0.4333	6.8654	1	10	0	0
Positive	7.6365	3.1041	0.949	3	6	0	0
Positive	7.6133	1.3017	6.1474	0	2	0	0
Positive	7.6413	1.8415	1.9412	8	4	0	0
Positive	7.6351	0.4554	4.4691	1	5	0	0
Positive	7.613	3.26	3.7195	2	7	0	0
Positive	7.6254	3.2312	2.1913	8	7	10	1
Positive	7.6089	4.7615	2.3495	2	9	6	17
Positive	7.5634	5.18	7.5759	6	16	1	0
Positive	7.6332	0.4706	4.6902	6	18	1	1
Positive	7.5903	3.9806	5.684	5	8	3	8
Positive	7.5553	4.2734	9.7309	1	10	0	19
Positive	7.6144	1.9462	5.2047	2	1	0	0
Positive	7.6324	3.0731	1.5082	8	19	0	2
Positive	7.5887	6.842	2.2903	6	8	0	0
Positive	7.5729	5.285	6.2344	0	7	7	0
Positive	7.5559	4.2671	9.6723	11	14	11	14
Positive	7.5932	5.0309	3.9982	3	12	14	1
Positive	7.6203	0.6458	6.0966	1	1	0	0
Positive	7.5918	1.9253	8.0808	2	10	0	0
Positive	7.56	4.1411	9.3119	6	11	8	9
Positive	7.5614	3.9744	9.3406	1	3	1	2
Positive	7.5463	6.1356	8.5287	12	4	1	11
Positive	7.5612	5.4772	7.477	2	9	2	1
Positive	7.6125	0.598	7.136	1	9	0	0
Positive	7.5676	6.6895	5.1475	11	7	6	11
Positive	7.5471	6.2052	8.3352	32	15	6	17
Positive	7.6001	2.5201	6.2913	1	14	1	3
Positive	7.613	3.0752	3.9568	4	8	0	0
Positive	7.5782	3.0567	8.3712	3	6	1	0
Positive	7.5387	5.5435	10.2296	5	10	5	35
Positive	7.5826	4.1045	6.4973	11	11	9	0
Positive	7.5716	4.3623	7.5612	4	2	0	0
Positive	7.5991	5.1866	3.0517	2	1	0	0
Positive	7.6261	1.6694	4.0702	3	8	0	0
Positive	7.5824	5.3726	4.9358	5	4	0	1
Positive	7.6144	1.6485	5.5821	2	24	0	0
Positive	7.5389	6.1421	9.4513	4	4	0	3
Positive	7.526	6.8092	10.2382	6	8	0	7
Positive	7.5955	6.2332	2.191	2	1	0	9
Positive	7.5419	5.3054	10.1355	0	5	0	0
Positive	7.5317	6.1657	10.3313	7	14	0	11
Positive	7.5741	3.6928	8.0908	2	12	0	0
Positive	7.5654	6.4026	5.7763	4	2	0	3
Positive	7.626	0.3631	5.7304	0	8	0	2
Positive	7.6082	4.5994	2.6461	2	12	1	11
Positive	7.6099	2.8239	4.6653	6	8	0	0
Positive	7.6315	1.3492	3.7965	2	5	0	1
Positive	7.6208	2.8271	3.2839	3	6	0	0
Positive	7.6024	5.1636	2.662	10	12	0	0
Positive	7.5873	3.3156	6.9065	1	7	0	0
Positive	7.5907	5.7134	3.4584	0	7	2	0
Positive	7.603	5.5478	2.1043	6	0	0	0
Positive	7.565	7.0023	5.0799	16	8	8	1
Positive	7.6149	1.1969	6.0875	1	2	0	0
Positive	7.5706	2.6339	9.8666	2	21	0	9
Positive	7.5679	5.9334	6.0597	0	11	1	5
Positive	7.638	1.5911	2.6701	11	21	0	0
Positive	7.5886	6.1946	3.1185	25	5	1	12
Positive	7.6078	1.0083	7.2112	1	9	0	0
Positive	7.5638	4.3112	8.613	7	10	13	0
Positive	7.6279	1.9335	3.5193	3	10	0	2
Positive	7.6022	5.5095	2.258	3	4	0	15
Positive	7.5758	6.14	4.7959	10	24	28	3
Positive	7.5806	2.9566	8.2044	1	6	2	0
Positive	7.5285	6.8214	9.9085	7	5	0	0
Positive	7.6334	1.524	3.3307	2	7	2	0
Positive	7.6005	4.1083	4.2335	13	9	0	0
Positive	7.5501	6.0479	8.1613	7	28	1	20
Positive	7.5399	5.3908	10.2701	1	18	0	0
Positive	7.6164	3.4322	3.0783	2	5	2	7
Positive	7.6007	5.5829	2.3536	11	4	0	20
Positive	7.6349	0.3105	4.675	4	10	0	0
Positive	7.638	2.1388	1.9756	2	3	3	0
Positive	7.5417	6.4063	8.7647	10	9	0	22
Positive	7.5707	5.5262	6.22	10	6	10	8
Positive	7.5611	5.6835	7.2316	11	7	1	0
Positive	7.5334	6.0602	10.2569	0	0	0	0
Positive	7.6344	0.945	3.9383	3	7	0	0
Positive	7.6283	0.7261	4.9785	0	6	0	2
Positive	7.6401	1.2097	2.8861	7	12	0	0
Positive	7.6081	2.5306	5.2608	0	5	0	0
Positive	7.5692	4.3785	7.8486	2	7	0	0
