Class	Allen CCFv3 X mm	Allen CCFv3 Y mm	Allen CCFv3 Z mm	Esr1 (Opal 480): Num Spots	Prg (Opal 520): Num Spots	Prlr (Opal 570): Num Spots	Oxt (Opal 620): Num Spots
Positive	6.2722	4.4347	1.0815	72	4	0	0
Positive	6.2879	1.9092	2.287	72	17	0	0
Positive	6.209	3.3241	10.4695	80	2	0	0
Positive	6.2915	0.8017	3.2248	46	0	0	0
Positive	6.2664	3.8831	2.5138	69	2	0	2
Positive	6.226	5.9208	5.0434	66	3	0	1
Positive	6.2589	4.3671	2.8458	56	1	0	0
Positive	6.2323	6.003	4.1456	87	6	5	7
Positive	6.2355	1.8366	8.9868	271	0	0	0
Positive	6.2536	5.2255	2.441	69	3	0	3
Positive	6.2712	4.0408	1.7119	35	6	0	0
Positive	6.2077	6.6463	6.4418	41	4	1	0
Positive	6.2058	5.4478	8.1997	97	1	0	14
Positive	6.2517	3.8983	4.3428	81	2	0	0
Positive	6.2042	5.1889	8.7192	73	14	0	13
Positive	6.2731	0.9416	5.3733	69	19	0	1
Positive	6.2933	1.4078	2.2339	46	1	0	0
Positive	6.2416	3.378	6.2854	34	4	1	0
Positive	6.2916	0.9783	2.9813	52	1	0	0
Positive	6.2677	1.3965	5.4726	70	0	0	0
Positive	6.2238	4.2442	7.4306	86	15	0	0
Positive	6.2438	1.5412	8.3188	85	0	0	0
Positive	6.2178	5.6059	6.4761	41	4	7	5
Positive	6.2199	5.0724	6.8898	39	4	0	0
Positive	6.2084	3.3222	10.5483	33	0	0	0
Positive	6.234	3.4268	7.1729	42	1	0	0
Positive	6.2336	7.0166	2.7075	50	10	1	4
Positive	6.2479	2.7671	6.2525	47	1	0	0
Positive	6.291	1.229	2.7511	71	14	0	0
Positive	6.2058	3.9404	10.0915	66	7	0	0
Positive	6.2215	5.7578	5.8181	59	2	2	0
Positive	6.2452	3.5129	5.6553	37	1	3	0
Positive	6.2472	3.8997	4.9175	74	12	0	0
Positive	6.2323	4.7051	5.7794	149	13	0	2
Positive	6.1901	6.3898	8.9888	70	2	0	3
Positive	6.2778	2.5552	2.7484	95	16	0	0
Positive	6.1863	6.6816	9.1082	50	3	0	9
Positive	6.1811	6.484	10.0155	38	0	0	0
Positive	6.2445	5.7767	2.8987	71	5	1	9
Positive	6.2814	0.6229	4.7162	83	0	0	0
Positive	6.2108	6.5578	6.1659	40	5	4	0
Positive	6.2116	3.1966	10.3009	83	6	0	0
Positive	6.2323	7.2903	2.5267	31	0	0	0
Positive	6.2568	1.7405	6.4207	39	2	0	0
Positive	6.2822	1.2162	3.8704	34	4	0	0
Positive	6.2214	4.0443	7.9902	25	0	0	0
Positive	6.2876	0.5586	4.022	98	4	0	0
Positive	6.262	4.8609	1.8315	102	8	0	3
Positive	6.2557	5.4662	1.8694	34	4	0	0
Positive	6.2458	3.1707	6.0146	36	0	0	0
Positive	6.2406	5.783	3.3732	105	5	2	3
Positive	6.2478	2.0153	7.2165	104	3	0	0
Positive	6.2103	6.4724	6.3363	43	4	6	0
Positive	6.2792	2.7584	2.3134	98	7	0	0
Positive	6.237	3.0009	7.3325	46	5	0	0
Positive	6.2186	3.3523	9.2214	71	5	0	0
Positive	6.2418	5.3011	3.8367	36	4	0	0
Positive	6.237	6.5265	2.9	57	7	0	14
Positive	6.2901	1.8818	2.0354	38	8	0	0
Positive	6.2648	1.416	5.8228	30	4	0	0
Positive	6.281	2.4813	2.4378	68	11	0	0
Positive	6.2112	3.7848	9.6045	44	2	0	0
Positive	6.2525	2.4063	6.132	96	2	0	1
Positive	6.1959	5.253	9.6939	65	12	1	25
Positive	6.2151	6.5061	5.6832	47	7	3	3
Positive	6.2132	6.1621	6.3633	42	4	3	0
Positive	6.1814	6.7559	9.632	48	4	0	0
Positive	6.23	6.4284	3.9001	60	5	2	0
Positive	6.2433	5.9733	2.7971	91	8	0	0
Positive	6.203	6.7364	6.9221	44	4	0	1
Positive	6.2896	0.7103	3.5772	48	0	0	0
Positive	6.2282	6.5148	4.0261	42	7	5	0
Positive	6.1811	7.0291	9.3257	83	11	1	6
Positive	6.2305	6.9616	3.175	65	15	2	5
Positive	6.2282	2.0633	9.6284	244	0	0	0
Positive	6.2423	5.4865	3.5359	73	8	0	0
Positive	6.2299	6.7506	3.5137	68	5	0	4
Positive	6.2032	6.0247	7.7947	56	3	0	0
Positive	6.1952	5.263	9.7714	99	1	1	3
Positive	6.2875	2.4482	1.6551	36	6	0	0
Positive	6.2913	1.9581	1.7895	47	3	0	0
Positive	6.2171	5.6579	6.5053	86	6	0	0
Positive	6.2064	5.8681	7.5918	80	4	10	6
Positive	6.2041	6.8434	6.6505	61	7	20	0
Positive	6.2877	2.0193	2.17	99	6	0	0
Positive	6.2701	4.5217	1.2395	50	12	0	1
Positive	6.2296	3.4479	7.7026	38	5	0	0
Positive	6.2475	3.6529	5.1876	71	3	5	1
Positive	6.2082	6.3656	6.7326	53	5	1	0
Positive	6.2271	5.7938	5.0634	59	5	15	5
Positive	6.2087	3.5138	10.262	138	13	0	0
Positive	6.2682	4.303	1.7549	55	7	0	1
Positive	6.2661	4.588	1.6572	109	16	0	0
Positive	6.2139	5.4318	7.1895	60	3	0	4
Positive	6.2213	5.847	5.731	41	5	0	0
Positive	6.2736	1.5497	4.5424	77	17	0	0
Positive	6.2162	5.5329	6.7755	87	5	0	0
Positive	6.1991	4.7342	9.9345	97	4	1	0
Positive	6.224	2.8727	9.1344	54	3	0	0
Positive	6.2458	2.7559	6.5312	32	1	0	0
Positive	6.2033	4.9039	9.1992	98	11	0	1
Positive	6.2957	0.9242	2.5352	25	0	0	0
Positive	6.2212	4.835	7.0174	75	14	1	0
Positive	6.1942	5.9888	8.9777	67	4	0	0
Positive	6.2411	4.2734	5.2138	41	8	3	0
Positive	6.2076	5.8957	7.399	32	1	1	0
Positive	6.2112	6.3893	6.3218	51	7	2	4
Positive	6.1976	6.1163	8.3913	32	12	11	16
Positive	6.2771	2.5939	2.7838	105	12	0	0
Positive	6.203	6.57	7.1354	29	5	0	0
Positive	6.2583	3.3099	4.2539	55	1	1	0
Positive	6.2248	5.3655	5.8987	85	3	0	0
Positive	6.2654	1.4333	5.7229	61	1	0	0
Positive	6.2927	1.8866	1.7015	81	3	0	0
Positive	6.2245	6.8524	4.0648	37	4	3	0
Positive	6.2476	5.1541	3.2864	129	6	0	0
Positive	6.2051	6.2224	7.3028	58	2	0	0
Positive	6.2588	4.8166	2.3009	81	5	0	0
Positive	6.2748	1.1819	4.8531	44	1	0	0
Positive	6.2871	2.4732	1.6697	94	17	0	0
Positive	6.2765	1.1109	4.7307	49	10	0	0
Positive	6.1818	6.872	9.4268	53	1	0	2
Positive	6.2326	6.9344	2.9443	78	15	0	11
Positive	6.2276	5.693	5.1301	83	6	0	2
Positive	6.204	4.9807	9.0039	62	10	0	0
Positive	6.2727	3.8069	1.8124	74	6	0	0
Positive	6.249	3.837	4.7655	47	3	0	0
Positive	6.205	3.9621	10.161	87	15	0	0
Positive	6.2771	1.1461	4.6051	66	7	0	0
Positive	6.23	2.2352	9.1843	42	0	0	0
Positive	6.2647	4.1874	2.3456	30	3	0	2
Positive	6.2317	4.2191	6.4687	32	7	1	0
Positive	6.2286	4.1825	6.9043	74	4	0	0
Positive	6.2794	1.3525	4.051	58	11	0	0
Positive	6.2394	4.1926	5.5257	71	6	0	0
Positive	6.2602	5.5562	1.1941	34	3	0	1
Positive	6.2189	5.9988	5.849	55	1	1	0
Positive	6.2768	1.1314	4.6582	28	3	0	0
Positive	6.2164	3.2061	9.6792	38	5	0	0
Positive	6.2218	2.4419	9.9585	39	0	0	0
Positive	6.2302	5.4971	5.0466	57	2	0	1
Positive	6.2476	6.3305	1.8106	37	5	0	2
Positive	6.1987	6.2224	8.1129	69	7	3	0
Positive	6.2185	3.2646	9.3355	70	1	0	0
Positive	6.2612	4.4453	2.4652	50	0	0	0
Positive	6.2286	4.5348	6.4666	42	2	0	0
Positive	6.287	2.5573	1.5787	33	9	0	0
Positive	6.1897	5.5652	10.0851	50	1	0	0
Positive	6.1983	6.5132	7.7981	37	4	0	1
Positive	6.2769	3.011	2.2775	91	17	0	0
Positive	6.1951	6.6904	7.9862	64	8	0	0
Positive	6.2137	6.4884	5.8884	39	7	3	0
Positive	6.2114	4.1716	9.0885	64	2	0	1
Positive	6.2784	2.1425	3.1884	75	12	0	0
Positive	6.1812	7.0325	9.3014	45	3	0	2
Positive	6.2838	2.5556	1.9853	34	2	0	1
Positive	6.2368	2.0463	8.5621	82	0	0	0
Positive	6.2199	6.0962	5.5925	137	13	5	1
Positive	6.2783	1.0288	4.6004	49	3	0	0
Positive	6.2745	2.6964	2.9776	47	6	0	0
Positive	6.2838	2.8569	1.612	43	2	0	0
Positive	6.194	5.9858	9.0126	83	2	0	11
Positive	6.2241	5.0016	6.4402	39	4	0	0
Positive	6.267	1.209	5.7961	46	0	0	0
Positive	6.2911	2.0483	1.7066	31	4	0	0
Positive	6.2396	4.7697	4.7827	56	6	0	2
Positive	6.2298	2.0389	9.4555	62	0	0	0
Positive	6.2329	4.5816	5.8665	47	1	2	1
Positive	6.2013	5.239	9.0274	40	4	0	1
Positive	6.272	4.6318	0.8677	73	20	0	4
Positive	6.2793	1.0716	4.4204	78	14	0	0
Positive	6.2859	2.7055	1.5357	61	9	0	2
Positive	6.2316	7.1298	2.8254	78	7	0	1
Positive	6.2071	4.0191	9.8351	91	12	0	1
Positive	6.1939	5.0752	10.1637	61	3	0	20
Positive	6.2126	3.319	10.0117	55	4	0	0
Positive	6.2686	2.9894	3.3621	33	2	0	0
Positive	6.2668	5.049	0.9884	97	20	1	18
Positive	6.2366	1.6138	9.1339	125	0	0	0
Positive	6.2169	6.2886	5.7284	74	5	0	3
Positive	6.2307	6.0427	4.2998	50	3	0	1
Positive	6.2761	3.3211	1.9995	70	14	1	0
Positive	6.2862	1.0095	3.6263	39	1	0	0
Positive	6.209	6.4935	6.4692	51	7	5	0
Positive	6.1964	5.7215	9.037	114	7	0	5
Positive	6.2655	1.6171	5.4755	64	0	0	0
Positive	6.2027	4.3729	9.9412	49	13	0	0
Positive	6.2344	6.727	2.9687	59	8	6	5
Positive	6.2235	3.12	8.8922	71	3	3	0
Positive	6.2247	5.7274	5.4583	78	9	2	8
Positive	6.2326	7.0941	2.7373	165	15	0	18
Positive	6.2878	1.1466	3.2494	57	9	0	0
Positive	6.2155	3.6988	9.1739	86	6	0	0
Positive	6.2192	6.5533	5.1173	44	9	1	0
Positive	6.2424	3.4024	6.1489	37	3	0	0
Positive	6.2308	6.6461	3.5303	42	2	0	0
Positive	6.209	3.7676	9.9059	30	4	4	0
Positive	6.2058	3.6026	10.5117	57	5	0	0
Positive	6.2665	4.8584	1.2658	109	9	0	1
Positive	6.2592	4.2938	2.9093	52	2	0	2
Positive	6.2601	4.8682	2.0644	69	9	0	1
Positive	6.2203	6.4355	5.1237	44	11	0	0
Positive	6.211	3.5446	9.9315	104	10	0	1
Positive	6.2464	4.7233	3.9828	45	0	0	0
Positive	6.2804	1.2945	3.9995	47	7	0	0
Positive	6.2306	5.5968	4.8818	76	4	0	3
Positive	6.2216	4.4425	7.4695	32	4	0	0
Positive	6.2096	3.4282	10.2611	43	1	0	0
Positive	6.2858	0.746	4.013	59	2	0	0
Positive	6.2783	3.2745	1.7796	138	14	0	0
Positive	6.283	1.176	3.8237	110	28	0	0
Positive	6.2264	4.3731	6.9422	62	3	1	0
Positive	6.2069	6.9385	6.183	48	1	2	0
Positive	6.2134	6.8938	5.4114	74	6	6	4
Positive	6.2616	1.7482	5.8085	56	18	0	0
Positive	6.2766	2.9484	2.3949	74	8	0	0
Positive	6.2845	1.6265	3.061	83	5	0	2
Positive	6.2555	2.4309	5.7214	43	2	0	0
Positive	6.2772	2.8491	2.4511	97	15	0	12
Positive	6.2268	6.745	3.9116	41	2	0	0
Positive	6.2888	1.2006	3.062	76	5	0	0
Positive	6.2081	4.6602	8.8939	98	5	0	5
Positive	6.1856	6.1953	9.8078	182	14	1	5
Positive	6.2069	3.6326	10.3414	72	4	0	0
Positive	6.2538	5.9478	1.4998	208	42	0	20
Positive	6.2839	3.5216	0.7509	19	0	0	0
Positive	6.2459	4.2761	4.6037	126	6	0	0
Positive	6.2153	6.03	6.2638	85	5	3	0
Positive	6.2624	5.236	1.3101	76	10	0	0
Positive	6.2117	6.3777	6.2738	60	6	0	0
Positive	6.2263	3.3635	8.2289	34	0	0	0
Positive	6.2922	1.7713	1.9152	57	9	2	6
Positive	6.2094	4.117	9.4133	27	2	0	0
Positive	6.2812	1.2098	4.0109	41	4	0	0
Positive	6.2253	3.1763	8.586	40	4	0	0
Positive	6.2712	4.1804	1.5298	81	6	0	13
Positive	6.1952	4.7323	10.4297	163	4	0	6
Positive	6.2139	2.9875	10.2669	36	5	0	0
Positive	6.2163	4.9897	7.4493	43	2	0	0
Positive	6.2048	4.7128	9.2514	94	11	0	0
Positive	6.2448	4.0319	5.0547	76	6	0	2
Positive	6.2668	3.3416	3.148	44	4	0	0
Positive	6.2053	6.655	6.7412	56	10	9	0
Positive	6.255	4.7738	2.832	47	0	0	0
Positive	6.2468	5.712	2.6809	50	2	0	1
Positive	6.2248	3.0263	8.8487	39	2	0	0
Positive	6.198	5.8331	8.6989	97	9	5	1
Positive	6.2663	1.3238	5.7403	49	0	0	0
Positive	6.2848	0.9881	3.8367	92	16	0	0
Positive	6.2759	1.2034	4.6839	51	16	0	0
Positive	6.2804	1.2717	4.0332	42	7	0	0
Positive	6.1945	6.1439	8.7393	114	10	15	21
Positive	6.2361	4.5789	5.4662	158	9	0	1
Positive	6.2318	6.8087	3.1957	46	1	0	0
Positive	6.2279	6.0483	4.6478	135	27	2	1
Positive	6.218	5.7624	6.2538	39	1	3	0
Positive	6.2695	1.9574	4.5383	48	11	0	0
Positive	6.2418	2.9592	6.7785	59	10	0	0
Positive	6.2831	0.8393	4.239	42	4	0	0
Positive	6.2423	5.689	3.2822	63	9	4	0
Positive	6.2261	3.2602	8.3815	42	1	0	0
Positive	6.1893	6.2203	9.305	58	5	0	5
Positive	6.1883	5.8159	9.9413	118	11	0	6
Positive	6.218	5.2015	6.965	89	8	8	0
Positive	6.2923	1.1752	2.6519	57	2	0	0
Positive	6.2821	0.6223	4.636	43	1	0	0
Positive	6.2419	3.8532	5.647	56	4	0	0
Positive	6.1888	6.8294	8.597	75	10	0	15
Positive	6.2055	4.8071	9.0435	99	8	0	1
Positive	6.2386	6.4161	2.8319	29	4	5	1
Positive	6.2898	2.5702	1.2087	82	9	0	5
Positive	6.223	5.4731	5.9907	74	9	1	9
Positive	6.202	6.3603	7.526	53	2	0	0
Positive	6.2518	3.6081	4.7044	36	3	0	0
Positive	6.2121	6.5447	6.0153	21	0	0	0
Positive	6.1977	6.5161	7.8745	99	5	0	6
Positive	6.2862	3.0782	1.0218	48	6	0	2
Positive	6.2179	4.7782	7.5152	72	5	0	0
Positive	6.2789	3.5896	1.3072	51	10	0	0
Positive	6.1936	5.7035	9.4094	61	4	0	4
Positive	6.2311	4.2975	6.4511	83	9	2	1
Positive	6.2106	3.5229	10.0156	95	12	0	1
Positive	6.2789	3.3278	1.6304	72	12	0	0
Positive	6.2033	4.087	10.2192	93	12	0	0
Positive	6.2233	2.2862	9.9708	40	0	0	0
Positive	6.2164	5.983	6.1875	70	3	0	0
Positive	6.2036	4.3986	9.7942	72	12	0	2
Positive	6.2184	2.5173	10.2919	138	0	0	0
Positive	6.274	3.4539	2.0951	103	13	0	0
Positive	6.2527	1.3163	7.4724	183	0	0	0
Positive	6.1997	4.8564	9.7035	37	4	0	0
Positive	6.1918	6.2617	8.9402	155	10	18	4
Positive	6.2306	5.909	4.4838	79	7	6	0
Positive	6.2698	4.0698	1.8447	56	4	0	2
Positive	6.2457	2.7827	6.5081	38	0	0	0
Positive	6.2543	0.8954	7.7956	120	0	0	0
Positive	6.2206	2.8414	9.6125	119	20	0	0
Positive	6.287	1.1422	3.3642	63	9	1	0
Positive	6.2637	1.5708	5.7577	51	2	0	0
Positive	6.216	6.1051	6.0823	31	6	1	0
Positive	6.2454	2.6635	6.7015	44	1	3	0
Positive	6.1891	6.7741	8.6321	68	5	0	0
Positive	6.2566	1.7788	6.4021	56	3	0	0
Positive	6.2131	6.343	6.1436	41	7	2	0
Positive	6.2748	3.3433	2.134	43	6	0	7
Positive	6.236	3.493	6.8408	107	5	1	0
Positive	6.2532	4.61	3.269	50	5	0	0
Positive	6.2705	4.6941	0.9752	141	21	0	23
Positive	6.2686	1.1114	5.7201	75	4	0	0
Positive	6.1937	5.0768	10.1868	134	10	0	7
Positive	6.1922	6.6801	8.3627	42	8	0	2
Positive	6.2271	5.2029	5.8083	142	4	0	0
Positive	6.246	0.8913	8.8488	214	0	0	0
Positive	6.2798	3.3346	1.51	95	10	0	0
Positive	6.2022	5.3338	8.7917	62	1	0	2
Positive	6.2505	6.1697	1.6414	43	4	0	4
Positive	6.2057	4.6078	9.2694	49	11	0	0
Positive	6.2596	1.5662	6.2809	139	0	0	0
Positive	6.2843	0.6715	4.2965	51	5	0	0
Positive	6.216	4.2883	8.3624	53	0	0	1
Positive	6.2757	3.2067	2.1928	42	2	0	0
Positive	6.2621	1.6411	5.8794	43	0	0	0
Positive	6.2014	5.9549	8.1137	42	7	0	0
Positive	6.1921	6.3489	8.7958	83	15	1	0
Positive	6.2409	3.5082	6.1991	54	6	0	0
Positive	6.1912	6.767	8.3809	108	20	0	15
Positive	6.2113	6.8007	5.8005	63	5	0	1
Positive	6.1955	6.2787	8.4459	49	5	7	0
Positive	6.2522	6.052	1.5768	28	0	0	1
Positive	6.2409	6.5431	2.3788	194	23	0	5
Positive	6.2115	3.2987	10.1825	105	21	0	0
Positive	6.2917	0.6475	3.3845	35	0	0	0
Positive	6.252	5.7978	1.9153	70	10	0	9
Positive	6.285	3.1362	1.0977	127	21	0	0
Positive	6.2067	4.4391	9.3459	29	2	0	1
Positive	6.2062	4.4369	9.4152	91	5	0	1
Positive	6.2355	4.7826	5.2764	85	5	0	1
Positive	6.2661	1.5197	5.5234	71	1	0	0
Positive	6.2116	5.4922	7.412	39	7	12	0
Positive	6.2066	4.3023	9.5314	59	1	0	0
Positive	6.2214	5.3999	6.2828	143	7	0	1
Positive	6.2664	4.8136	1.3442	166	14	0	0
Positive	6.2477	4.1902	4.4868	55	3	0	0
Positive	6.2624	3.9744	2.9062	90	5	1	5
Positive	6.2508	5.1407	2.8966	52	1	0	2
Positive	6.2422	3.759	5.7181	81	3	0	0
Positive	6.236	3.3619	7.0031	54	1	0	0
Positive	6.2169	2.7447	10.1931	55	9	0	0
Positive	6.2949	1.7197	1.6347	17	0	0	0
Positive	6.2035	4.4592	9.7329	38	6	0	0
Positive	6.2458	3.4204	5.7014	74	4	0	0
Positive	6.2492	3.6486	4.9801	33	2	0	0
Positive	6.2239	2.3528	9.8105	154	0	0	0
Positive	6.2066	4.1457	9.7385	43	8	0	0
Positive	6.2752	0.9089	5.1427	36	6	0	0
Positive	6.2674	3.9618	2.2897	39	1	0	0
Positive	6.289	1.7644	2.3232	81	7	0	0
Positive	6.2439	3.9393	5.2847	90	8	10	0
Positive	6.2137	5.2577	7.4318	78	14	6	0
Positive	6.285	0.4936	4.4314	30	2	0	0
Positive	6.2628	2.7229	4.422	164	16	0	7
Positive	6.2257	6.7494	4.0493	90	6	1	0
Positive	6.1856	6.4799	9.4492	94	13	0	0
Positive	6.2751	2.9841	2.5494	91	12	0	0
Positive	6.2202	5.6026	6.1863	102	7	0	0
Positive	6.2072	4.2519	9.5243	73	2	0	0
Positive	6.2245	7.0089	3.8639	31	1	1	0
Positive	6.1931	5.8038	9.3493	66	4	0	0
Positive	6.2113	4.3926	8.8276	92	7	0	1
Positive	6.281	2.5665	2.3229	104	22	0	0
Positive	6.216	3.8194	8.9595	47	1	0	0
Positive	6.2297	5.7721	4.7627	94	7	3	2
Positive	6.2203	5.5308	6.2603	105	13	0	0
Positive	6.2202	5.836	5.8925	43	2	0	0
Positive	6.2039	5.2072	8.7435	56	4	0	0
Positive	6.2192	6.6051	5.0499	84	5	2	0
Positive	6.2191	3.05	9.528	77	12	0	0
Positive	6.29	0.8605	3.3367	43	4	0	0
Positive	6.2645	3.3073	3.4819	39	6	0	1
Positive	6.2018	4.3547	10.074	51	12	0	0
Positive	6.231	6.5138	3.6682	49	9	0	0
Positive	6.2248	5.409	5.8449	38	3	0	0
Positive	6.2414	5.5751	3.5405	114	7	0	0
Positive	6.2208	3.467	8.79	61	6	0	0
Positive	6.2164	3.7423	8.999	38	0	0	0
Positive	6.2526	3.2882	5.005	45	0	0	0
Positive	6.2674	1.0595	5.9384	48	2	0	0
Positive	6.2226	3.973	7.9271	31	0	0	0
Positive	6.2799	1.8322	3.387	47	6	0	0
Positive	6.228	3.5599	7.7738	67	5	0	0
Positive	6.2513	5.1363	2.8472	127	2	0	0
Positive	6.2055	5.8962	7.6724	112	22	0	28
Positive	6.2133	5.6706	6.9655	59	1	1	0
Positive	6.2861	2.6479	1.5847	42	0	0	0
Positive	6.2808	3.5977	1.0491	57	8	0	4
Positive	6.2153	5.7005	6.6785	89	13	9	1
Positive	6.2491	5.7416	2.3557	68	6	0	1
Positive	6.2579	4.8225	2.3972	68	11	0	0
Positive	6.23	5.6054	4.9395	48	7	10	0
Positive	6.2428	4.4632	4.7638	75	3	0	0
Positive	6.2666	2.5703	4.1363	44	10	2	3
Positive	6.206	4.506	9.3533	44	0	0	0
Positive	6.2298	6.6802	3.6129	86	8	0	5
Positive	6.274	2.8904	2.8067	44	2	0	0
Positive	6.2226	5.2041	6.375	114	4	1	0
Positive	6.2303	6.5409	3.7265	70	11	9	1
Positive	6.2192	5.913	5.9196	51	5	0	0
Positive	6.2823	0.4677	4.803	167	0	0	0
Positive	6.2799	3.6166	1.1445	54	9	0	0
Positive	6.2718	1.4792	4.8569	88	9	0	0
Positive	6.2156	5.4985	6.8918	57	4	0	3
Positive	6.2249	2.6975	9.2447	38	3	0	0
Positive	6.2316	2.3646	8.8235	237	0	0	0
Positive	6.2324	6.7508	3.193	139	15	1	7
Positive	6.2215	5.5215	6.1253	64	9	0	1
Positive	6.2601	4.9797	1.9211	30	0	1	4
Positive	6.2767	1.295	4.466	53	7	0	1
Positive	6.2483	5.2918	3.0184	61	6	0	9
Positive	6.1865	6.6882	9.0761	58	4	0	13
Positive	6.2534	4.1976	3.7598	120	2	0	0
Positive	6.2921	1.1759	2.6796	34	1	0	0
Positive	6.2379	3.5473	6.5321	49	7	5	2
Positive	6.2473	2.7194	6.3846	52	5	0	0
Positive	6.2676	1.5513	5.2987	34	4	0	0
Positive	6.2221	6.9234	4.2763	37	0	0	0
Positive	6.2331	5.2314	5.0201	54	4	0	0
Positive	6.1981	5.3742	9.2655	87	4	0	0
Positive	6.2291	4.5062	6.4389	192	15	0	1
Positive	6.2499	5.6363	2.3847	14	1	0	0
Positive	6.2677	1.331	5.5594	34	1	0	0
Positive	6.2336	5.0088	5.2316	171	4	2	0
Positive	6.2782	1.3892	4.1564	253	36	0	1
Positive	6.2422	3.5639	5.964	50	6	1	4
Positive	6.2034	3.9344	10.402	75	7	0	0
Positive	6.2446	3.2048	6.1212	39	1	0	0
Positive	6.2793	3.0414	1.9391	79	5	5	1
Positive	6.2782	2.9344	2.2137	36	1	2	9
Positive	6.2324	3.3587	7.4664	38	0	0	0
Positive	6.2703	1.0092	5.6412	80	0	0	5
Positive	6.2192	3.647	8.768	83	2	0	4
Positive	6.2309	6.5589	3.6211	44	7	0	0
Positive	6.198	6.5375	7.8115	86	7	0	3
Positive	6.2048	6.3073	7.2342	52	9	13	5
Positive	6.2715	0.8748	5.6538	48	8	0	0
Positive	6.2794	1.5145	3.8464	33	8	0	0
Positive	6.2251	2.4727	9.5023	162	0	0	0
Positive	6.2068	3.6559	10.3263	66	7	0	1
Positive	6.281	3.455	1.2105	42	4	0	0
Positive	6.2316	3.4448	7.4594	49	6	0	0
Positive	6.2782	1.6325	3.8518	41	4	0	0
Positive	6.2268	5.6016	5.3483	59	9	2	0
Positive	6.2552	2.3547	5.856	38	4	0	0
Positive	6.2144	5.4093	7.1584	67	7	1	1
Positive	6.2352	4.1934	6.0652	71	1	3	1
Positive	6.2448	5.3643	3.3755	48	1	0	4
Positive	6.2012	4.0251	10.5608	78	3	0	0
Positive	6.216	5.9325	6.2913	209	29	8	5
Positive	6.285	2.6675	1.6945	34	6	0	0
Positive	6.2613	1.8609	5.7074	89	16	0	0
Positive	6.2595	5.5165	1.3278	56	7	0	5
Positive	6.2194	6.1205	5.634	42	3	0	0
Positive	6.2201	5.5126	6.3015	107	9	0	0
Positive	6.2094	6.0592	6.9718	25	13	12	0
Positive	6.2064	4.0157	9.9213	34	0	0	0
Positive	6.2009	4.5083	9.994	145	30	0	1
Positive	6.2866	0.439	4.2942	61	3	0	0
Positive	6.2696	3.8929	2.0893	105	0	0	0
Positive	6.2404	5.4054	3.8727	66	14	0	0
Positive	6.262	1.6766	5.8429	64	0	0	0
Positive	6.2674	3.0521	3.4357	54	1	0	1
Positive	6.25	6.1222	1.7678	59	3	0	8
Positive	6.2595	5.5314	1.3048	40	2	0	1
Positive	6.2075	5.7778	7.5707	52	4	5	0
Positive	6.2144	3.6887	9.3197	57	9	1	0
Positive	6.2762	3.5113	1.7384	59	10	0	0
Positive	6.2108	3.9122	9.5014	90	3	0	0
Positive	6.204	6.2188	7.4509	49	6	0	0
Positive	6.2204	4.2824	7.8206	20	1	0	1
Positive	6.2229	5.8519	5.5268	87	2	0	0
Positive	6.2834	1.2374	3.7012	50	7	0	0
Positive	6.2057	4.5836	9.2902	45	2	0	0
Positive	6.1945	5.5157	9.5416	51	5	0	0
Positive	6.2227	6.2183	5.0886	35	1	0	3
Positive	6.2909	0.7123	3.4143	45	1	0	0
Positive	6.2772	2.9596	2.3166	103	20	0	1
Positive	6.2108	6.103	6.7394	48	6	10	0
Positive	6.2225	4.8311	6.8599	99	12	2	5
Positive	6.215	6.3903	5.8498	36	1	6	0
Positive	6.2464	5.5204	2.9722	43	0	0	0
Positive	6.2508	5.062	2.9925	69	5	0	0
Positive	6.2819	1.6169	3.4059	107	16	0	1
Positive	6.2858	0.6964	4.0772	32	5	0	2
Positive	6.2848	3.1186	1.1459	43	2	0	10
Positive	6.2153	5.2659	7.2248	84	6	2	1
Positive	6.2785	0.9857	4.636	39	3	0	0
Positive	6.2076	3.569	10.3275	36	5	0	1
Positive	6.2598	5.5587	1.2331	29	4	0	5
Positive	6.2872	2.0611	2.183	69	9	0	0
Positive	6.2911	1.2703	2.6805	51	4	0	1
Positive	6.2751	1.4846	4.431	55	6	0	0
Positive	6.2046	5.0154	8.8946	59	0	0	0
Positive	6.2263	3.6941	7.8077	85	8	0	0
Positive	6.2282	6.0099	4.661	46	3	4	0
Positive	6.1956	5.343	9.6106	101	11	0	20
Positive	6.2872	1.5719	2.7968	72	15	0	0
Positive	6.2346	3.856	6.5664	51	11	7	0
Positive	6.2544	0.9509	7.7235	56	0	0	0
Positive	6.2358	6.0299	3.6793	79	3	1	1
Positive	6.1934	6.7772	8.0896	101	8	0	5
Positive	6.2425	4.6662	4.5388	53	1	1	0
Positive	6.2841	2.8254	1.6073	93	12	0	0
Positive	6.1948	6.7106	7.9953	46	9	1	6
Positive	6.1959	4.4862	10.6507	67	3	0	3
Positive	6.2388	3.7667	6.1452	81	4	1	1
Positive	6.2033	3.8508	10.5264	87	11	0	0
Positive	6.2533	4.4752	3.423	54	5	2	0
Positive	6.1918	6.3074	8.8757	76	8	2	4
Positive	6.2105	3.2496	10.373	46	3	0	0
Positive	6.2208	5.1504	6.6787	94	2	0	0
Positive	6.2778	2.7897	2.4507	100	17	0	2
